N_stab	Z_stab	N	Z	N_P	Z_P	P1n	P2n	P3n	Ele_MOE
0	0	0	0	154	86	31.66	0	0	Rn
0	0	0	0	155	86	42.11	0.02	0	Rn
0	0	0	0	156	86	44.98	0	0	Rn
0	0	0	0	157	86	53.43	0.08	0	Rn
0	0	0	0	158	86	57.69	0	0	Rn
0	0	0	0	159	86	62.8	0.17	0	Rn
0	0	0	0	160	86	59.06	0.01	0	Rn
0	0	0	0	161	86	65.23	0.4	0	Rn
0	0	0	0	162	86	66.81	0.06	0	Rn
0	0	0	0	163	86	76.66	1.22	0	Rn
0	0	0	0	164	86	95.1	0.91	0.01	Rn
0	0	0	0	165	86	17.14	81.93	0.18	Rn
0	0	0	0	166	86	96.05	1.48	0.21	Rn
0	0	0	0	167	86	90.75	4.91	0.29	Rn
0	0	0	0	168	86	96.18	0.42	0.02	Rn
0	0	0	0	169	86	84.75	11.85	0.07	Rn
0	0	0	0	170	86	96.29	0.69	0.15	Rn
0	0	0	0	171	86	25.17	71.42	0.44	Rn
0	0	0	0	172	86	85.4	7.51	0.25	Rn
0	0	0	0	173	86	49.91	45.8	1.63	Rn
0	0	0	0	174	86	53	44.36	1.44	Rn
0	0	0	0	175	86	0.75	95.69	1.69	Rn
0	0	0	0	176	86	20.47	57.53	18.68	Rn
0	0	0	0	177	86	1.88	92.12	2.88	Rn
0	0	0	0	178	86	12.74	82.31	3.14	Rn
0	0	0	0	179	86	1.57	75.11	22.2	Rn
0	0	0	0	180	86	2.59	10.23	85.42	Rn
0	0	0	0	181	86	1.34	2.26	95.33	Rn
0	0	0	0	182	86	2.81	1.36	94.3	Rn
0	0	0	0	183	86	1.14	2.04	96.27	Rn
0	0	0	0	184	86	1.83	1.01	95.31	Rn
0	0	0	0	185	86	0.37	2.7	85.15	Rn
0	0	0	0	186	86	6.96	1.14	91.9	Rn
0	0	0	0	187	86	85.47	0	0	Rn
0	0	0	0	188	86	0	100	0	Rn
0	0	0	0	189	86	84.99	0	0	Rn
0	0	0	0	190	86	0	100	0	Rn
0	0	0	0	191	86	99.57	0	0	Rn
0	0	0	0	192	86	1.57	98.43	0	Rn
0	0	0	0	193	86	98.83	0	0	Rn
0	0	0	0	194	86	1.19	98.81	0	Rn
0	0	0	0	195	86	99.79	0	0	Rn
0	0	0	0	196	86	0	100	0	Rn
0	0	0	0	197	86	99.43	0	0	Rn
0	0	0	0	198	86	0	100	0	Rn
0	0	0	0	199	86	100	0	0	Rn
0	0	0	0	200	86	99.15	0	0	Rn
0	0	0	0	131	87	0	0	0	Fr
0	0	0	0	133	87	0	0	0	Fr
0	0	0	0	134	87	0	0	0	Fr
0	0	0	0	135	87	0	0	0	Fr
0	0	0	0	136	87	0	0	0	Fr
0	0	0	0	137	87	0	0	0	Fr
0	0	0	0	138	87	0	0	0	Fr
0	0	0	0	139	87	0	0	0	Fr
0	0	0	0	140	87	0	0	0	Fr
0	0	0	0	141	87	0	0	0	Fr
0	0	0	0	142	87	0	0	0	Fr
0	0	0	0	143	87	0	0	0	Fr
0	0	0	0	144	87	0	0	0	Fr
0	0	0	0	145	87	0	0	0	Fr
0	0	0	0	146	87	0.28	0	0	Fr
0	0	0	0	147	87	0.42	0	0	Fr
0	0	0	0	148	87	5.39	0	0	Fr
0	0	0	0	149	87	3.44	0	0	Fr
0	0	0	0	150	87	24.28	0	0	Fr
0	0	0	0	151	87	28.96	0	0	Fr
0	0	0	0	152	87	27.51	0	0	Fr
0	0	0	0	153	87	39.06	0	0	Fr
0	0	0	0	154	87	69.78	0	0	Fr
0	0	0	0	155	87	61.88	2.11	0	Fr
0	0	0	0	156	87	85.29	0.02	0	Fr
0	0	0	0	157	87	77.31	8.51	0	Fr
0	0	0	0	158	87	89.53	0.07	0	Fr
0	0	0	0	159	87	66.93	17.43	0	Fr
0	0	0	0	160	87	88.3	0.17	0	Fr
0	0	0	0	161	87	58.27	23.81	0	Fr
0	0	0	0	162	87	85.11	0.62	0	Fr
0	0	0	0	163	87	40.28	50.15	0	Fr
0	0	0	0	164	87	97.78	0.96	0.24	Fr
0	0	0	0	165	87	9.71	88.89	0.44	Fr
0	0	0	0	166	87	10.41	88.71	0.32	Fr
0	0	0	0	167	87	1.17	95.14	0.71	Fr
0	0	0	0	168	87	92.95	4.36	0.4	Fr
0	0	0	0	169	87	12.43	84.84	0.21	Fr
0	0	0	0	170	87	63.02	35.08	0.39	Fr
0	0	0	0	171	87	3.39	93.57	0.71	Fr
0	0	0	0	172	87	37.16	60.43	1.01	Fr
0	0	0	0	173	87	4.31	91.23	2.12	Fr
0	0	0	0	174	87	6.91	78.74	13.83	Fr
0	0	0	0	175	87	0.39	76.66	21.54	Fr
0	0	0	0	176	87	5.74	0.77	92.3	Fr
0	0	0	0	177	87	2.92	71.44	23.64	Fr
0	0	0	0	178	87	4.98	18.68	75.68	Fr
0	0	0	0	179	87	0.88	7.73	90.44	Fr
0	0	0	0	180	87	3.23	1.69	94.41	Fr
0	0	0	0	181	87	0.6	3.13	95.38	Fr
0	0	0	0	182	87	3.1	1.64	94.62	Fr
0	0	0	0	183	87	0.51	2.73	96.18	Fr
0	0	0	0	184	87	2.29	1.27	95.69	Fr
0	0	0	0	185	87	10.07	2.12	87.63	Fr
0	0	0	0	186	87	2.61	0.21	97.18	Fr
0	0	0	0	187	87	99.88	0	0	Fr
0	0	0	0	188	87	0	100	0	Fr
0	0	0	0	189	87	99.94	0	0	Fr
0	0	0	0	190	87	0	100	0	Fr
0	0	0	0	191	87	99.93	0	0	Fr
0	0	0	0	192	87	0.74	99.26	0	Fr
0	0	0	0	193	87	99.92	0	0	Fr
0	0	0	0	194	87	0.78	99.22	0	Fr
0	0	0	0	195	87	99.93	0	0	Fr
0	0	0	0	196	87	0.25	99.75	0	Fr
0	0	0	0	197	87	99.94	0	0	Fr
0	0	0	0	198	87	0	100	0	Fr
0	0	0	0	199	87	99.93	0	0	Fr
0	0	0	0	200	87	0	100	0	Fr
0	0	0	0	201	87	99.9	0	0	Fr
0	0	0	0	202	87	0	100	0	Fr
0	0	0	0	137	88	0	0	0	Ra
0	0	0	0	139	88	0	0	0	Ra
0	0	0	0	140	88	0	0	0	Ra
0	0	0	0	141	88	0	0	0	Ra
0	0	0	0	142	88	0	0	0	Ra
0	0	0	0	143	88	0	0	0	Ra
0	0	0	0	144	88	0	0	0	Ra
0	0	0	0	145	88	0	0	0	Ra
0	0	0	0	146	88	0	0	0	Ra
0	0	0	0	147	88	0	0	0	Ra
0	0	0	0	148	88	0	0	0	Ra
0	0	0	0	149	88	0	0	0	Ra
0	0	0	0	150	88	0	0	0	Ra
0	0	0	0	151	88	0	0	0	Ra
0	0	0	0	152	88	0	0	0	Ra
0	0	0	0	153	88	1.09	0	0	Ra
0	0	0	0	154	88	7.82	0	0	Ra
0	0	0	0	155	88	12.33	0	0	Ra
0	0	0	0	156	88	18.7	0	0	Ra
0	0	0	0	157	88	22.3	0	0	Ra
0	0	0	0	158	88	28.89	0	0	Ra
0	0	0	0	159	88	34.97	0	0	Ra
0	0	0	0	160	88	34.25	0	0	Ra
0	0	0	0	161	88	41.77	0	0	Ra
0	0	0	0	162	88	46.8	0	0	Ra
0	0	0	0	163	88	61.5	0.1	0	Ra
0	0	0	0	164	88	69.48	0.02	0	Ra
0	0	0	0	165	88	92.75	0.7	0	Ra
0	0	0	0	166	88	98.04	0.23	0	Ra
0	0	0	0	167	88	41.23	50.72	0	Ra
0	0	0	0	168	88	85.75	0.06	0	Ra
0	0	0	0	169	88	89.61	0.41	0	Ra
0	0	0	0	170	88	94.4	0.18	0	Ra
0	0	0	0	171	88	90.13	4.97	0	Ra
0	0	0	0	172	88	80.62	0.44	0	Ra
0	0	0	0	173	88	89.53	1.99	0.12	Ra
0	0	0	0	174	88	97.32	0.71	0.33	Ra
0	0	0	0	175	88	2.41	94.32	0.54	Ra
0	0	0	0	176	88	84.5	8.2	0.95	Ra
0	0	0	0	177	88	14.43	79.74	1.23	Ra
0	0	0	0	178	88	74.27	20.18	1.63	Ra
0	0	0	0	179	88	1.96	93.89	2.25	Ra
0	0	0	0	180	88	3.41	87.17	7.14	Ra
0	0	0	0	181	88	1.53	62.11	34.63	Ra
0	0	0	0	182	88	3.41	32.13	62.14	Ra
0	0	0	0	183	88	1.63	16.5	80.83	Ra
0	0	0	0	184	88	2.42	1.17	94.14	Ra
0	0	0	0	185	88	1.55	2.73	84.8	Ra
0	0	0	0	186	88	7.68	1.74	90.57	Ra
0	0	0	0	187	88	86.14	0	0	Ra
0	0	0	0	188	88	10.84	89.16	0	Ra
0	0	0	0	189	88	99.7	0	0	Ra
0	0	0	0	190	88	1.71	98.12	0	Ra
0	0	0	0	191	88	0.1	1.62	97.72	Ra
0	0	0	0	192	88	2.77	0.24	97	Ra
0	0	0	0	193	88	0.02	2.23	96.09	Ra
0	0	0	0	194	88	3.14	0	96.86	Ra
0	0	0	0	195	88	0.01	2.77	96.96	Ra
0	0	0	0	196	88	2.77	0.52	96.71	Ra
0	0	0	0	197	88	98.49	0	0	Ra
0	0	0	0	198	88	0.14	99.86	0	Ra
0	0	0	0	199	88	99.47	0	0	Ra
0	0	0	0	200	88	2.82	97.03	0	Ra
0	0	0	0	201	88	0.03	0.1	99.76	Ra
0	0	0	0	202	88	0	0	100	Ra
0	0	0	0	203	88	98.99	0	0	Ra
0	0	0	0	204	88	0.44	96.14	0	Ra
0	0	0	0	135	89	0	0	0	Ac
0	0	0	0	137	89	0	0	0	Ac
0	0	0	0	138	89	0	0	0	Ac
0	0	0	0	139	89	0	0	0	Ac
0	0	0	0	140	89	0	0	0	Ac
0	0	0	0	141	89	0	0	0	Ac
0	0	0	0	142	89	0	0	0	Ac
0	0	0	0	143	89	0	0	0	Ac
0	0	0	0	144	89	0	0	0	Ac
0	0	0	0	145	89	0	0	0	Ac
0	0	0	0	146	89	0	0	0	Ac
0	0	0	0	147	89	0	0	0	Ac
0	0	0	0	148	89	0	0	0	Ac
0	0	0	0	149	89	0	0	0	Ac
0	0	0	0	150	89	0.15	0	0	Ac
0	0	0	0	151	89	0.71	0	0	Ac
0	0	0	0	152	89	4.28	0	0	Ac
0	0	0	0	153	89	12.45	0	0	Ac
0	0	0	0	154	89	37.35	0	0	Ac
0	0	0	0	155	89	31.63	0	0	Ac
0	0	0	0	156	89	69.91	0	0	Ac
0	0	0	0	157	89	56.14	0.04	0	Ac
0	0	0	0	158	89	64.86	0	0	Ac
0	0	0	0	159	89	68.83	0.28	0	Ac
0	0	0	0	160	89	73.93	0	0	Ac
0	0	0	0	161	89	65.85	0.81	0	Ac
0	0	0	0	162	89	71.62	0.01	0	Ac
0	0	0	0	163	89	70.04	12.84	0	Ac
0	0	0	0	164	89	89.6	0.6	0	Ac
0	0	0	0	165	89	60.47	34.96	0.01	Ac
0	0	0	0	166	89	96.29	1.86	0.08	Ac
0	0	0	0	167	89	20.23	74.97	0.09	Ac
0	0	0	0	168	89	72.82	20.18	0.06	Ac
0	0	0	0	169	89	55.55	37.1	0.05	Ac
0	0	0	0	170	89	94.23	0.93	0.01	Ac
0	0	0	0	171	89	16.5	80.24	0.05	Ac
0	0	0	0	172	89	71.63	24.19	0.01	Ac
0	0	0	0	173	89	18.88	77.15	0.51	Ac
0	0	0	0	174	89	18	80.49	0.6	Ac
0	0	0	0	175	89	1.89	95.11	0.83	Ac
0	0	0	0	176	89	25.18	36.47	36.4	Ac
0	0	0	0	177	89	10.76	85.08	1.4	Ac
0	0	0	0	178	89	7.9	82.08	8.56	Ac
0	0	0	0	179	89	2.26	82.2	14.11	Ac
0	0	0	0	180	89	5.04	2.53	91.47	Ac
0	0	0	0	181	89	1.39	3.94	93.33	Ac
0	0	0	0	182	89	5.05	2	91.98	Ac
0	0	0	0	183	89	0.94	3.92	94.07	Ac
0	0	0	0	184	89	3.65	1.79	93.43	Ac
0	0	0	0	185	89	9.57	3.82	85.89	Ac
0	0	0	0	186	89	4.17	5.95	89.88	Ac
0	0	0	0	187	89	95.92	0	0	Ac
0	0	0	0	188	89	5.26	94.74	0	Ac
0	0	0	0	189	89	99.9	0	0	Ac
0	0	0	0	190	89	1.11	98.34	0	Ac
0	0	0	0	191	89	0.65	2.07	97.09	Ac
0	0	0	0	192	89	1.47	1.85	96.67	Ac
0	0	0	0	193	89	0.04	2.7	97.15	Ac
0	0	0	0	194	89	1.21	0.06	98.67	Ac
0	0	0	0	195	89	0.03	1.42	98.47	Ac
0	0	0	0	196	89	1.04	0.02	98.95	Ac
0	0	0	0	197	89	99.93	0	0	Ac
0	0	0	0	198	89	0.46	99.54	0	Ac
0	0	0	0	199	89	99.42	0	0	Ac
0	0	0	0	200	89	0.81	99.19	0	Ac
0	0	0	0	201	89	100	0	0	Ac
0	0	0	0	202	89	100	0	0	Ac
0	0	0	0	203	89	99.92	0	0	Ac
0	0	0	0	204	89	0.28	98.87	0	Ac
0	0	0	0	205	89	0.6	0.28	99.07	Ac
0	0	0	0	206	89	0	0.82	99.18	Ac
0	0	0	0	141	90	0	0	0	Th
0	0	0	0	142	90	0	0	0	Th
0	0	0	0	143	90	0	0	0	Th
0	0	0	0	144	90	0	0	0	Th
0	0	0	0	145	90	0	0	0	Th
0	0	0	0	146	90	0	0	0	Th
0	0	0	0	147	90	0	0	0	Th
0	0	0	0	148	90	0	0	0	Th
0	0	0	0	149	90	0	0	0	Th
0	0	0	0	150	90	0	0	0	Th
0	0	0	0	151	90	0	0	0	Th
0	0	0	0	152	90	0	0	0	Th
0	0	0	0	153	90	0	0	0	Th
0	0	0	0	154	90	0	0	0	Th
0	0	0	0	155	90	0.37	0	0	Th
0	0	0	0	156	90	1.77	0	0	Th
0	0	0	0	157	90	1.32	0	0	Th
0	0	0	0	158	90	3.23	0	0	Th
0	0	0	0	159	90	6.89	0	0	Th
0	0	0	0	160	90	6.02	0	0	Th
0	0	0	0	161	90	10.85	0	0	Th
0	0	0	0	162	90	15.44	0	0	Th
0	0	0	0	163	90	35.32	0	0	Th
0	0	0	0	164	90	49.32	0	0	Th
0	0	0	0	165	90	64.23	0.05	0	Th
0	0	0	0	166	90	83.72	0.06	0	Th
0	0	0	0	167	90	75.4	0.38	0	Th
0	0	0	0	168	90	94.29	0.01	0	Th
0	0	0	0	169	90	70.94	0.13	0	Th
0	0	0	0	170	90	82.5	0	0	Th
0	0	0	0	171	90	86.62	0.34	0	Th
0	0	0	0	172	90	74.84	0.01	0	Th
0	0	0	0	173	90	78.64	0.97	0	Th
0	0	0	0	174	90	96.43	0.3	0	Th
0	0	0	0	175	90	12.53	82.25	0	Th
0	0	0	0	176	90	88.51	0.44	0.14	Th
0	0	0	0	177	90	69.91	22.34	0.04	Th
0	0	0	0	178	90	92.41	1.13	0.13	Th
0	0	0	0	179	90	4.01	92.37	0.72	Th
0	0	0	0	180	90	27.2	68.45	1.07	Th
0	0	0	0	181	90	2.05	93.73	1.61	Th
0	0	0	0	182	90	5.15	89.34	1.94	Th
0	0	0	0	183	90	2.15	93.01	3	Th
0	0	0	0	184	90	2.99	73.7	20.35	Th
0	0	0	0	185	90	2.56	3.08	83.81	Th
0	0	0	0	186	90	8.98	2.54	88.48	Th
0	0	0	0	187	90	85.9	0	0	Th
0	0	0	0	188	90	12.9	87.1	0	Th
0	0	0	0	189	90	97.57	0	0	Th
0	0	0	0	190	90	14.63	84.05	0	Th
0	0	0	0	191	90	0.78	16.63	81.86	Th
0	0	0	0	192	90	4.39	5.85	88.79	Th
0	0	0	0	193	90	0.47	5.96	91.45	Th
0	0	0	0	194	90	4.29	2.83	91.39	Th
0	0	0	0	195	90	1.53	5.32	92.78	Th
0	0	0	0	196	90	2.68	3.48	92.84	Th
0	0	0	0	197	90	0.13	2.96	95.15	Th
0	0	0	0	198	90	3.2	0.36	96.44	Th
0	0	0	0	199	90	0.01	3	96	Th
0	0	0	0	200	90	1.68	0	98.32	Th
0	0	0	0	201	90	100	0	0	Th
0	0	0	0	202	90	100	0	0	Th
0	0	0	0	203	90	99.35	0	0	Th
0	0	0	0	204	90	1.15	98.85	0	Th
0	0	0	0	205	90	97.64	0	0	Th
0	0	0	0	206	90	4.05	95.95	0	Th
0	0	0	0	207	90	97.13	0	0	Th
0	0	0	0	208	90	0	100	0	Th
0	0	0	0	209	90	100	0	0	Th
0	0	0	0	139	91	0	0	0	Pa
0	0	0	0	141	91	0	0	0	Pa
0	0	0	0	142	91	0	0	0	Pa
0	0	0	0	143	91	0	0	0	Pa
0	0	0	0	144	91	0	0	0	Pa
0	0	0	0	145	91	0	0	0	Pa
0	0	0	0	146	91	0	0	0	Pa
0	0	0	0	147	91	0	0	0	Pa
0	0	0	0	148	91	0	0	0	Pa
0	0	0	0	149	91	0	0	0	Pa
0	0	0	0	150	91	0	0	0	Pa
0	0	0	0	151	91	0	0	0	Pa
0	0	0	0	152	91	0	0	0	Pa
0	0	0	0	153	91	0.01	0	0	Pa
0	0	0	0	154	91	7.98	0	0	Pa
0	0	0	0	155	91	12.1	0	0	Pa
0	0	0	0	156	91	32.26	0	0	Pa
0	0	0	0	157	91	19.64	0	0	Pa
0	0	0	0	158	91	39.31	0	0	Pa
0	0	0	0	159	91	27.93	0	0	Pa
0	0	0	0	160	91	35.94	0	0	Pa
0	0	0	0	161	91	34.18	0	0	Pa
0	0	0	0	162	91	50.66	0	0	Pa
0	0	0	0	163	91	62.52	0.06	0	Pa
0	0	0	0	164	91	75.25	0	0	Pa
0	0	0	0	165	91	71.35	9.82	0	Pa
0	0	0	0	166	91	89.6	0.19	0	Pa
0	0	0	0	167	91	70.79	20.85	0	Pa
0	0	0	0	168	91	90.55	0.15	0	Pa
0	0	0	0	169	91	64.3	27.72	0	Pa
0	0	0	0	170	91	90.7	1.4	0	Pa
0	0	0	0	171	91	50.92	40.82	0	Pa
0	0	0	0	172	91	90.3	0.93	0	Pa
0	0	0	0	173	91	62.09	27.78	0.01	Pa
0	0	0	0	174	91	79.96	16.98	0.05	Pa
0	0	0	0	175	91	20.93	75	0.11	Pa
0	0	0	0	176	91	37.52	56.72	1.01	Pa
0	0	0	0	177	91	6.74	87.14	0.41	Pa
0	0	0	0	178	91	20.9	75.48	0.67	Pa
0	0	0	0	179	91	3.82	92.55	1.14	Pa
0	0	0	0	180	91	7.88	50.87	39.53	Pa
0	0	0	0	181	91	2.85	44.12	50.84	Pa
0	0	0	0	182	91	7.74	2.82	87.64	Pa
0	0	0	0	183	91	2.48	4.97	90.8	Pa
0	0	0	0	184	91	5.5	2.67	89.96	Pa
0	0	0	0	185	91	8.63	5.77	83.43	Pa
0	0	0	0	186	91	7.57	7.44	84.99	Pa
0	0	0	0	187	91	99.21	0	0	Pa
0	0	0	0	188	91	2.82	97.18	0	Pa
0	0	0	0	189	91	97.15	0	0	Pa
0	0	0	0	190	91	7.89	91.44	0	Pa
0	0	0	0	191	91	0.93	13.57	84.87	Pa
0	0	0	0	192	91	3.33	2.15	93.73	Pa
0	0	0	0	193	91	0.7	4.24	93.49	Pa
0	0	0	0	194	91	1.38	2.37	94.99	Pa
0	0	0	0	195	91	0.29	3.12	95.32	Pa
0	0	0	0	196	91	0.89	1.54	96.16	Pa
0	0	0	0	197	91	1.31	2.04	96.56	Pa
0	0	0	0	198	91	2.15	0.12	97.73	Pa
0	0	0	0	199	91	0	2.45	97.44	Pa
0	0	0	0	200	91	0.35	0	99.65	Pa
0	0	0	0	201	91	99.99	0	0	Pa
0	0	0	0	202	91	0	100	0	Pa
0	0	0	0	203	91	99.94	0	0	Pa
0	0	0	0	204	91	1.08	98.92	0	Pa
0	0	0	0	205	91	99.93	0	0	Pa
0	0	0	0	206	91	0	100	0	Pa
0	0	0	0	207	91	97.52	0	0	Pa
0	0	0	0	208	91	2.04	97.96	0	Pa
0	0	0	0	209	91	99.98	0	0	Pa
0	0	0	0	210	91	0.11	99.84	0	Pa
0	0	0	0	211	91	0	0	99.95	Pa
0	0	0	0	142	92	0	0	0	U
0	0	0	0	143	92	0	0	0	U
0	0	0	0	145	92	0	0	0	U
0	0	0	0	146	92	0	0	0	U
0	0	0	0	147	92	0	0	0	U
0	0	0	0	148	92	0	0	0	U
0	0	0	0	149	92	0	0	0	U
0	0	0	0	150	92	0	0	0	U
0	0	0	0	151	92	0	0	0	U
0	0	0	0	152	92	0	0	0	U
0	0	0	0	153	92	0	0	0	U
0	0	0	0	154	92	0	0	0	U
0	0	0	0	155	92	0	0	0	U
0	0	0	0	156	92	0	0	0	U
0	0	0	0	157	92	0	0	0	U
0	0	0	0	158	92	0	0	0	U
0	0	0	0	159	92	0	0	0	U
0	0	0	0	160	92	0	0	0	U
0	0	0	0	161	92	0.18	0	0	U
0	0	0	0	162	92	0.64	0	0	U
0	0	0	0	163	92	5.88	0	0	U
0	0	0	0	164	92	16.85	0	0	U
0	0	0	0	165	92	30.05	0	0	U
0	0	0	0	166	92	38.52	0	0	U
0	0	0	0	167	92	59.89	0	0	U
0	0	0	0	168	92	35.71	0	0	U
0	0	0	0	169	92	57.62	0	0	U
0	0	0	0	170	92	58.02	0	0	U
0	0	0	0	171	92	76.84	0.04	0	U
0	0	0	0	172	92	55.99	0	0	U
0	0	0	0	173	92	58.61	0.15	0	U
0	0	0	0	174	92	94.05	0.02	0	U
0	0	0	0	175	92	65.37	22.09	0	U
0	0	0	0	176	92	84.7	0.06	0	U
0	0	0	0	177	92	84.96	0.97	0	U
0	0	0	0	178	92	88.02	0.36	0	U
0	0	0	0	179	92	58.13	37.49	0.01	U
0	0	0	0	180	92	85.22	9.33	0.21	U
0	0	0	0	181	92	3.1	92.23	0.52	U
0	0	0	0	182	92	55.98	37.76	0.68	U
0	0	0	0	183	92	2.95	93	0.87	U
0	0	0	0	184	92	13.26	81.14	1.39	U
0	0	0	0	185	92	3.34	19.68	65.4	U
0	0	0	0	186	92	6.62	3.53	85.06	U
0	0	0	0	187	92	0.37	9.76	73.83	U
0	0	0	0	188	92	23.44	3.06	67.85	U
0	0	0	0	189	92	14.83	23.41	60.41	U
0	0	0	0	190	92	20.98	20.26	56.34	U
0	0	0	0	191	92	5.93	23.53	68.93	U
0	0	0	0	192	92	15.95	11.22	71.57	U
0	0	0	0	193	92	2.46	17.82	77.65	U
0	0	0	0	194	92	9.65	7.55	81.33	U
0	0	0	0	195	92	2.2	11.05	84.98	U
0	0	0	0	196	92	6.02	4.05	88.09	U
0	0	0	0	197	92	1.14	10.52	86.78	U
0	0	0	0	198	92	3.66	2.91	93.42	U
0	0	0	0	199	92	98.86	0	0	U
0	0	0	0	200	92	2.8	97.2	0	U
0	0	0	0	201	92	99.56	0	0	U
0	0	0	0	202	92	4.45	93.85	0	U
0	0	0	0	203	92	1.55	3.82	89.4	U
0	0	0	0	204	92	3.69	1.16	92.35	U
0	0	0	0	205	92	0.01	6.63	92.29	U
0	0	0	0	206	92	2.33	0.23	97.44	U
0	0	0	0	207	92	98.84	0	0	U
0	0	0	0	208	92	1.83	97.26	0	U
0	0	0	0	209	92	0.06	4.15	95.53	U
0	0	0	0	210	92	5.01	0.69	94.31	U
0	0	0	0	211	92	96.84	0	0	U
0	0	0	0	212	92	0	100	0	U
0	0	0	0	213	92	100	0	0	U
