N_stab	Z_stab	N_Q	Z_Q	Q(bn)		Q(b2n)		Q(b3n)		Q(b4n)		Nuclide	N_ENSDF	Z_ENSDF	P1n	P2n	P3n	P4n	N_iso1	Z_iso1	P1n_i1	P2n_i1	P3n_i1	P4n_i1	N_iso2	Z_iso2	P1n_i2	P2n_i2	P3n_i3	P4n_i4
16	14	2	6	--------	--------	--------	--------	Ne	18	10	11.90	3.60	0.00	0.00	0	0	0.0000	0.0000	0.0000	0.0000	0	0	0.0000	0.0000	0.0000	0.0000
16	15	7	2	1.19E+04	9.89E+03	-8.69E+03	-2.15E+04	Ne	19	10	28.00	4.00	0.00	0.00	0	0	0.0000	0.0000	0.0000	0.0000	0	0	0.0000	0.0000	0.0000	0.0000
16	16	6	3	1.19E+04	-6.96E+03	-2.12E+04	--------	Ne	20	10	13.00	8.90	0.00	0.00	0	0	0.0000	0.0000	0.0000	0.0000	0	0	0.0000	0.0000	0.0000	0.0000
17	16	5	4	-1.96E+04	-3.25E+04	-3.23E+04	-3.11E+04	Na	16	11	0.13	0.00	0.00	0.00	0	0	0.0000	0.0000	0.0000	0.0000	0	0	0.0000	0.0000	0.0000	0.0000
18	16	4	5	-3.07E+04	--------	--------	--------	Na	17	11	0.58	0.00	0.00	0.00	0	0	0.0000	0.0000	0.0000	0.0000	0	0	0.0000	0.0000	0.0000	0.0000
20	16	3	6	--------	--------	--------	--------	Na	18	11	21.50	1.15	0.00	0.00	0	0	0.0000	0.0000	0.0000	0.0000	0	0	0.0000	0.0000	0.0000	0.0000
18	17	8	2	1.61E+04	1.21E+04	3.65E+03	-1.49E+04	Na	19	11	30.00	0.00	0.00	0.00	0	0	0.0000	0.0000	0.0000	0.0000	0	0	0.0000	0.0000	0.0000	0.0000
20	17	7	3	1.36E+04	1.20E+04	-9.32E+03	-2.35E+04	Na	20	11	37.00	0.87	0.05	0.00	0	0	0.0000	0.0000	0.0000	0.0000	0	0	0.0000	0.0000	0.0000	0.0000
18	18	6	4	-7.88E+03	-2.65E+04	--------	--------	Na	21	11	24.00	8.00	0.00	0.00	0	0	0.0000	0.0000	0.0000	0.0000	0	0	0.0000	0.0000	0.0000	0.0000
20	18	5	5	-2.49E+04	-3.92E+04	-3.96E+04	-3.95E+04	Na	22	11	47.00	13.00	0.00	0.00	0	0	0.0000	0.0000	0.0000	0.0000	0	0	0.0000	0.0000	0.0000	0.0000
22	18	4	6	--------	--------	--------	--------	Na	23	11	15.00	50.00	0.00	0.00	0	0	0.0000	0.0000	0.0000	0.0000	0	0	0.0000	0.0000	0.0000	0.0000
20	19	3	7	--------	--------	--------	--------	Mg	19	12	1.70	0.00	0.00	0.00	0	0	0.0000	0.0000	0.0000	0.0000	0	0	0.0000	0.0000	0.0000	0.0000
21	19	8	3	2.00E+04	1.32E+04	1.17E+02	-2.12E+04	Mg	20	12	2.40	0.00	0.00	0.00	0	0	0.0000	0.0000	0.0000	0.0000	0	0	0.0000	0.0000	0.0000	0.0000
22	19	7	4	5.52E+01	-8.38E+03	-3.09E+04	--------	Mg	21	12	17.00	0.00	0.00	0.00	0	0	0.0000	0.0000	0.0000	0.0000	0	0	0.0000	0.0000	0.0000	0.0000
20	20	6	5	-1.51E+04	-3.64E+04	-3.63E+04	-3.67E+04	Mg	23	12	52.00	0.00	0.00	0.00	0	0	0.0000	0.0000	0.0000	0.0000	0	0	0.0000	0.0000	0.0000	0.0000
22	20	5	6	-3.62E+04	--------	--------	--------	Al	19	13	0.70	0.00	0.00	0.00	0	0	0.0000	0.0000	0.0000	0.0000	0	0	0.0000	0.0000	0.0000	0.0000
23	20	4	7	--------	--------	--------	--------	Al	20	13	8.50	0.00	0.00	0.00	0	0	0.0000	0.0000	0.0000	0.0000	0	0	0.0000	0.0000	0.0000	0.0000
24	20	9	3	2.07E+04	2.02E+04	1.45E+03	-1.17E+04	Al	21	13	27.00	0.00	0.00	0.00	0	0	0.0000	0.0000	0.0000	0.0000	0	0	0.0000	0.0000	0.0000	0.0000
26	20	8	4	8.34E+03	-3.12E+03	-1.82E+04	-4.07E+04	Al	22	13	65.00	0.00	0.00	0.00	0	0	0.0000	0.0000	0.0000	0.0000	0	0	0.0000	0.0000	0.0000	0.0000
28	20	7	5	-5.35E+03	-1.85E+04	--------	--------	Al	23	13	31.00	0.00	0.00	0.00	0	0	0.0000	0.0000	0.0000	0.0000	0	0	0.0000	0.0000	0.0000	0.0000
24	21	6	6	-3.24E+04	-5.49E+04	-5.36E+04	-5.35E+04	Si	22	14	10.00	0.00	0.00	0.00	0	0	0.0000	0.0000	0.0000	0.0000	0	0	0.0000	0.0000	0.0000	0.0000
24	22	5	7	--------	--------	--------	--------	Si	23	14	17.00	0.00	0.00	0.00	0	0	0.0000	0.0000	0.0000	0.0000	0	0	0.0000	0.0000	0.0000	0.0000
25	22	4	8	--------	--------	--------	--------	P	23	15	12.00	0.00	0.00	0.00	0	0	0.0000	0.0000	0.0000	0.0000	0	0	0.0000	0.0000	0.0000	0.0000
26	22	10	3	2.52E+04	2.20E+04	1.71E+04	-1.65E+03	P	24	15	26.00	0.00	0.00	0.00	0	0	0.0000	0.0000	0.0000	0.0000	0	0	0.0000	0.0000	0.0000	0.0000
27	22	9	4	1.22E+04	8.85E+03	-1.12E+04	-2.63E+04	P	25	15	15.80	0.00	0.00	0.00	0	0	0.0000	0.0000	0.0000	0.0000	0	0	0.0000	0.0000	0.0000	0.0000
28	22	8	5	8.49E+03	-1.02E+04	-2.71E+04	--------	P	26	15	30.00	0.00	0.00	0.00	0	0	0.0000	0.0000	0.0000	0.0000	0	0	0.0000	0.0000	0.0000	0.0000
27	23	7	6	-2.23E+04	-3.73E+04	-3.91E+04	-3.86E+04	P	27	15	50.00	0.00	0.00	0.00	0	0	0.0000	0.0000	0.0000	0.0000	0	0	0.0000	0.0000	0.0000	0.0000
28	23	6	7	-3.46E+04	--------	--------	--------	S	27	16	40.00	0.00	0.00	0.00	0	0	0.0000	0.0000	0.0000	0.0000	0	0	0.0000	0.0000	0.0000	0.0000
26	24	5	8	--------	--------	--------	--------	S	28	16	18.00	0.00	0.00	0.00	0	0	0.0000	0.0000	0.0000	0.0000	0	0	0.0000	0.0000	0.0000	0.0000
28	24	10	4	1.53E+04	1.04E+04	-1.11E+02	-2.02E+04	S	29	16	54.00	0.00	0.00	0.00	0	0	0.0000	0.0000	0.0000	0.0000	0	0	0.0000	0.0000	0.0000	0.0000
29	24	9	5	1.25E+04	7.52E+03	-1.57E+04	-3.25E+04	Cl	27	17	8.00	0.00	0.00	0.00	0	0	0.0000	0.0000	0.0000	0.0000	0	0	0.0000	0.0000	0.0000	0.0000
30	24	8	6	-1.04E+04	-3.05E+04	--------	--------	Cl	28	17	24.00	0.00	0.00	0.00	0	0	0.0000	0.0000	0.0000	0.0000	0	0	0.0000	0.0000	0.0000	0.0000
30	25	7	7	-2.83E+04	-4.52E+04	-4.35E+04	-4.52E+04	Cl	29	17	60.00	0.00	0.00	0.00	0	0	0.0000	0.0000	0.0000	0.0000	0	0	0.0000	0.0000	0.0000	0.0000
28	26	6	8	--------	--------	--------	--------	Cl	30	17	0.00	0.00	0.00	0.00	0	0	0.0000	0.0000	0.0000	0.0000	0	0	0.0000	0.0000	0.0000	0.0000
30	26	5	9	--------	--------	--------	--------	Ar	29	18	0.20	0.00	0.00	0.00	0	0	0.0000	0.0000	0.0000	0.0000	0	0	0.0000	0.0000	0.0000	0.0000
31	26	11	4	1.80E+04	1.71E+04	6.22E+03	-4.33E+03	Ar	31	18	65.00	0.00	0.00	0.00	0	0	0.0000	0.0000	0.0000	0.0000	0	0	0.0000	0.0000	0.0000	0.0000
32	26	10	5	1.79E+04	9.69E+03	-3.53E+03	-2.67E+04	K	29	19	1.14	0.00	0.00	0.00	0	0	0.0000	0.0000	0.0000	0.0000	0	0	0.0000	0.0000	0.0000	0.0000
32	27	9	6	-1.06E+03	-1.16E+04	-3.48E+04	--------	K	30	19	86.00	0.00	0.00	0.00	0	0	0.0000	0.0000	0.0000	0.0000	0	0	0.0000	0.0000	0.0000	0.0000
30	28	8	7	-1.60E+04	-3.92E+04	-3.95E+04	-3.78E+04	K	31	19	29.00	0.00	0.00	0.00	0	0	0.0000	0.0000	0.0000	0.0000	0	0	0.0000	0.0000	0.0000	0.0000
32	28	7	8	-3.72E+04	--------	--------	--------	K	32	19	47.00	0.00	0.00	0.00	0	0	0.0000	0.0000	0.0000	0.0000	0	0	0.0000	0.0000	0.0000	0.0000
33	28	6	9	--------	--------	--------	--------	K	33	19	64.00	21.00	0.00	0.00	0	0	0.0000	0.0000	0.0000	0.0000	0	0	0.0000	0.0000	0.0000	0.0000
34	28	12	4	2.04E+04	1.76E+04	1.52E+04	4.32E+03	K	34	19	67.00	17.00	0.00	0.00	0	0	0.0000	0.0000	0.0000	0.0000	0	0	0.0000	0.0000	0.0000	0.0000
36	28	11	5	1.92E+04	1.79E+04	2.29E+03	-1.09E+04	Ca	32	20	2.00	0.00	0.00	0.00	0	0	0.0000	0.0000	0.0000	0.0000	0	0	0.0000	0.0000	0.0000	0.0000
34	29	10	6	5.52E+03	-5.31E+03	-1.95E+04	-4.27E+04	Ca	33	20	30.00	0.00	0.00	0.00	0	0	0.0000	0.0000	0.0000	0.0000	0	0	0.0000	0.0000	0.0000	0.0000
36	29	9	7	-5.24E+03	-1.85E+04	--------	--------	V	38	23	6.00	0.00	0.00	0.00	0	0	0.0000	0.0000	0.0000	0.0000	0	0	0.0000	0.0000	0.0000	0.0000
34	30	8	8	-2.96E+04	-5.28E+04	-5.43E+04	-5.42E+04	V	40	23	35.00	0.00	0.00	0.00	0	0	0.0000	0.0000	0.0000	0.0000	0	0	0.0000	0.0000	0.0000	0.0000
36	30	7	9	--------	--------	--------	--------	Mn	39	25	33.00	0.00	0.00	0.00	0	0	0.0000	0.0000	0.0000	0.0000	0	0	0.0000	0.0000	0.0000	0.0000
37	30	6	10	--------	--------	--------	--------	Co	45	27	6.00	0.00	0.00	0.00	0	0	0.0000	0.0000	0.0000	0.0000	0	0	0.0000	0.0000	0.0000	0.0000
38	30	12	5	2.20E+04	1.78E+04	1.36E+04	-2.05E+03	Co	47	27	0.00	0.00	0.00	0.00	0	0	0.0000	0.0000	0.0000	0.0000	0	0	0.0000	0.0000	0.0000	0.0000
40	30	11	6	7.28E+03	4.79E+03	-1.20E+04	-2.62E+04	Ni	49	28	30.00	0.00	0.00	0.00	0	0	0.0000	0.0000	0.0000	0.0000	0	0	0.0000	0.0000	0.0000	0.0000
38	31	10	7	4.54E+03	-1.11E+04	-2.67E+04	--------	Cu	45	29	0.00	0.00	0.00	0.00	0	0	0.0000	0.0000	0.0000	0.0000	0	0	0.0000	0.0000	0.0000	0.0000
40	31	9	8	-1.96E+04	-3.38E+04	-3.38E+04	-3.52E+04	Cu	46	29	3.50	0.00	0.00	0.00	0	0	0.0000	0.0000	0.0000	0.0000	0	0	0.0000	0.0000	0.0000	0.0000
0	0	0	0	--------	--------	--------	--------	Cu	47	29	-0.002	0.00	0.00	0.00	0	0	0.0000	0.0000	0.0000	0.0000	0	0	0.0000	0.0000	0.0000	0.0000
38	32	8	9	-3.01E+04	--------	--------	--------	Cu	49	29	65.00	0.00	0.00	0.00	0	0	0.0000	0.0000	0.0000	0.0000	0	0	0.0000	0.0000	0.0000	0.0000
40	32	7	10	--------	--------	--------	--------	Cu	50	29	72.00	0.00	0.00	0.00	0	0	0.0000	0.0000	0.0000	0.0000	0	0	0.0000	0.0000	0.0000	0.0000
41	32	13	5	2.27E+04	2.20E+04	1.40E+04	9.82E+03	Zn	49	30	1.30	0.00	0.00	0.00	0	0	0.0000	0.0000	0.0000	0.0000	0	0	0.0000	0.0000	0.0000	0.0000
42	32	12	6	8.98E+03	3.09E+03	-6.06E+03	-2.29E+04	Zn	50	30	1.00	0.00	0.00	0.00	0	0	0.0000	0.0000	0.0000	0.0000	0	0	0.0000	0.0000	0.0000	0.0000
44	32	11	7	5.85E+03	1.71E+03	-1.75E+04	-3.31E+04	Zn	51	30	12.00	0.00	0.00	0.00	0	0	0.0000	0.0000	0.0000	0.0000	0	0	0.0000	0.0000	0.0000	0.0000
42	33	10	8	-1.08E+04	-2.76E+04	--------	--------	Zn	52	30	58.00	0.00	0.00	0.00	0	0	0.0000	0.0000	0.0000	0.0000	0	0	0.0000	0.0000	0.0000	0.0000
40	34	9	9	-2.37E+04	-3.93E+04	-4.04E+04	-4.04E+04	Ga	48	31	0.09	0.00	0.00	0.00	0	0	0.0000	0.0000	0.0000	0.0000	0	0	0.0000	0.0000	0.0000	0.0000
42	34	8	10	--------	--------	--------	--------	Ga	49	31	0.86	0.00	0.00	0.00	0	0	0.0000	0.0000	0.0000	0.0000	0	0	0.0000	0.0000	0.0000	0.0000
43	34	7	11	--------	--------	--------	--------	Ga	50	31	11.90	0.00	0.00	0.00	0	0	0.0000	0.0000	0.0000	0.0000	0	0	0.0000	0.0000	0.0000	0.0000
44	34	14	5	2.58E+04	2.16E+04	1.76E+04	9.60E+03	Ga	51	31	19.80	0.00	0.00	0.00	0	0	0.0000	0.0000	0.0000	0.0000	0	0	0.0000	0.0000	0.0000	0.0000
46	34	13	6	1.12E+04	8.40E+03	-2.03E+03	-1.12E+04	Ga	52	31	62.80	0.00	0.00	0.00	0	0	0.0000	0.0000	0.0000	0.0000	0	0	0.0000	0.0000	0.0000	0.0000
48	34	12	7	8.57E+03	5.22E+02	-1.11E+04	-3.04E+04	Ga	53	31	74.00	0.00	0.00	0.00	0	0	0.0000	0.0000	0.0000	0.0000	0	0	0.0000	0.0000	0.0000	0.0000
44	35	11	8	-5.61E+03	-1.48E+04	-3.49E+04	--------	Ga	55	31	60.00	20.00	0.00	0.00	0	0	0.0000	0.0000	0.0000	0.0000	0	0	0.0000	0.0000	0.0000	0.0000
46	35	10	9	-1.49E+04	-3.41E+04	--------	--------	Ge	52	32	10.20	0.00	0.00	0.00	0	0	0.0000	0.0000	0.0000	0.0000	0	0	0.0000	0.0000	0.0000	0.0000
42	36	9	10	-3.14E+04	-1.12E+04	--------	--------	Ge	53	32	16.50	0.00	0.00	0.00	0	0	0.0000	0.0000	0.0000	0.0000	0	0	0.0000	0.0000	0.0000	0.0000
44	36	8	11	--------	--------	--------	--------	Ge	54	32	45.00	0.00	0.00	0.00	0	0	0.0000	0.0000	0.0000	0.0000	0	0	0.0000	0.0000	0.0000	0.0000
46	36	7	12	--------	--------	--------	--------	As	51	33	0.18	0.00	0.00	0.00	0	0	0.0000	0.0000	0.0000	0.0000	0	0	0.0000	0.0000	0.0000	0.0000
47	36	15	5	2.66E+04	2.61E+04	1.85E+04	1.45E+04	As	52	33	63.10	0.00	0.00	0.00	0	0	0.0000	0.0000	0.0000	0.0000	0	0	0.0000	0.0000	0.0000	0.0000
48	36	14	6	1.36E+04	8.30E+03	1.70E+03	-8.73E+03	As	53	33	26.00	0.00	0.00	0.00	0	0	0.0000	0.0000	0.0000	0.0000	0	0	0.0000	0.0000	0.0000	0.0000
50	36	13	7	1.04E+04	6.41E+03	-1.05E+04	-2.21E+04	As	54	33	15.40	0.00	0.00	0.00	0	0	0.0000	0.0000	0.0000	0.0000	0	0	0.0000	0.0000	0.0000	0.0000
48	37	12	8	-2.79E+03	-1.32E+04	-2.74E+04	-4.75E+04	Se	53	34	0.20	0.00	0.00	0.00	0	0	0.0000	0.0000	0.0000	0.0000	0	0	0.0000	0.0000	0.0000	0.0000
50	37	11	9	-9.84E+03	-2.15E+04	-4.38E+04	--------	Se	54	34	0.99	0.00	0.00	0.00	0	0	0.0000	0.0000	0.0000	0.0000	0	0	0.0000	0.0000	0.0000	0.0000
46	38	10	10	-2.80E+04	-4.82E+04	-4.77E+04	-4.74E+04	Se	55	34	7.80	0.00	0.00	0.00	0	0	0.0000	0.0000	0.0000	0.0000	0	0	0.0000	0.0000	0.0000	0.0000
48	38	9	11	-3.30E+04	--------	--------	--------	Se	57	34	21.00	0.00	0.00	0.00	0	0	0.0000	0.0000	0.0000	0.0000	0	0	0.0000	0.0000	0.0000	0.0000
49	38	8	12	--------	--------	--------	--------	Br	52	35	2.60	0.00	0.00	0.00	0	0	0.0000	0.0000	0.0000	0.0000	0	0	0.0000	0.0000	0.0000	0.0000
50	38	16	5	3.01E+04	2.72E+04	2.34E+04	1.58E+04	Br	53	35	6.58	0.00	0.00	0.00	0	0	0.0000	0.0000	0.0000	0.0000	0	0	0.0000	0.0000	0.0000	0.0000
50	39	15	6	1.58E+04	1.36E+04	5.54E+03	-1.06E+03	Br	54	35	13.80	0.00	0.00	0.00	0	0	0.0000	0.0000	0.0000	0.0000	0	0	0.0000	0.0000	0.0000	0.0000
50	40	14	7	1.34E+04	5.78E+03	-9.85E+02	-1.79E+04	Br	55	35	25.20	0.00	0.00	0.00	0	0	0.0000	0.0000	0.0000	0.0000	0	0	0.0000	0.0000	0.0000	0.0000
51	40	13	8	8.06E+00	-6.59E+03	-2.37E+04	-3.78E+04	Br	56	35	19.50	0.00	0.00	0.00	0	0	0.0000	0.0000	0.0000	0.0000	0	0	0.0000	0.0000	0.0000	0.0000
52	40	12	9	-1.08E+03	-1.79E+04	-3.27E+04	-5.50E+04	Br	57	35	33.10	0.00	0.00	0.00	0	0	0.0000	0.0000	0.0000	0.0000	0	0	0.0000	0.0000	0.0000	0.0000
54	40	11	10	-2.07E+04	-3.48E+04	--------	--------	Br	58	35	68.00	0.00	0.00	0.00	0	0	0.0000	0.0000	0.0000	0.0000	0	0	0.0000	0.0000	0.0000	0.0000
56	40	10	11	-2.78E+04	-5.02E+04	-5.03E+04	-5.03E+04	Br	59	35	68.00	0.00	0.00	0.00	0	0	0.0000	0.0000	0.0000	0.0000	0	0	0.0000	0.0000	0.0000	0.0000
52	41	9	12	--------	--------	--------	--------	Br	60	35	34.00	0.00	0.00	0.00	0	0	0.0000	0.0000	0.0000	0.0000	0	0	0.0000	0.0000	0.0000	0.0000
50	42	8	13	--------	--------	--------	--------	Kr	56	36	0.03	0.00	0.00	0.00	0	0	0.0000	0.0000	0.0000	0.0000	0	0	0.0000	0.0000	0.0000	0.0000
52	42	16	6	2.03E+04	1.57E+04	1.05E+04	2.35E+03	Kr	57	36	1.95	0.00	0.00	0.00	0	0	0.0000	0.0000	0.0000	0.0000	0	0	0.0000	0.0000	0.0000	0.0000
53	42	15	7	1.59E+04	1.21E+04	1.74E+03	-5.03E+03	Kr	58	36	1.11	0.00	0.00	0.00	0	0	0.0000	0.0000	0.0000	0.0000	0	0	0.0000	0.0000	0.0000	0.0000
54	42	14	8	1.26E+03	-6.84E+03	-1.79E+04	-3.50E+04	Kr	59	36	2.87	0.00	0.00	0.00	0	0	0.0000	0.0000	0.0000	0.0000	0	0	0.0000	0.0000	0.0000	0.0000
55	42	13	9	4.54E+02	-6.31E+03	-2.57E+04	-4.04E+04	Kr	60	36	3.70	0.00	0.00	0.00	0	0	0.0000	0.0000	0.0000	0.0000	0	0	0.0000	0.0000	0.0000	0.0000
56	42	12	10	-1.39E+04	-3.10E+04	-4.79E+04	--------	Kr	62	36	7.00	0.00	0.00	0.00	0	0	0.0000	0.0000	0.0000	0.0000	0	0	0.0000	0.0000	0.0000	0.0000
58	42	11	11	-2.42E+04	-3.89E+04	--------	--------	Rb	55	37	0.01	0.00	0.00	0.00	0	0	0.0000	0.0000	0.0000	0.0000	0	0	0.0000	0.0000	0.0000	0.0000
52	44	10	12	-3.55E+04	-1.86E+04	--------	--------	Rb	56	37	1.39	0.00	0.00	0.00	0	0	0.0000	0.0000	0.0000	0.0000	0	0	0.0000	0.0000	0.0000	0.0000
54	44	9	13	--------	--------	--------	--------	Rb	57	37	10.50	0.00	0.00	0.00	0	0	0.0000	0.0000	0.0000	0.0000	0	0	0.0000	0.0000	0.0000	0.0000
55	44	8	14	--------	--------	--------	--------	Rb	58	37	8.70	0.00	0.00	0.00	0	0	0.0000	0.0000	0.0000	0.0000	0	0	0.0000	0.0000	0.0000	0.0000
56	44	17	6	2.41E+04	2.28E+04	1.52E+04	1.00E+04	Rb	59	37	13.30	0.00	0.00	0.00	0	0	0.0000	0.0000	0.0000	0.0000	0	0	0.0000	0.0000	0.0000	0.0000
57	44	16	7	2.10E+04	1.41E+04	8.92E+03	-1.45E+03	Rb	60	37	25.50	0.00	0.00	0.00	0	0	0.0000	0.0000	0.0000	0.0000	0	0	0.0000	0.0000	0.0000	0.0000
58	44	15	8	3.76E+03	-1.47E+03	-1.39E+04	-2.50E+04	Rb	61	37	13.80	0.05	0.00	0.00	0	0	0.0000	0.0000	0.0000	0.0000	0	0	0.0000	0.0000	0.0000	0.0000
60	44	14	9	3.27E+03	-7.10E+03	-2.02E+04	-3.96E+04	Rb	62	37	15.90	0.00	0.00	0.00	0	0	0.0000	0.0000	0.0000	0.0000	0	0	0.0000	0.0000	0.0000	0.0000
58	45	13	10	-8.04E+03	-1.91E+04	-3.86E+04	-5.55E+04	Rb	63	37	6.00	0.16	0.00	0.00	0	0	0.0000	0.0000	0.0000	0.0000	0	0	0.0000	0.0000	0.0000	0.0000
56	46	12	11	-1.72E+04	-3.66E+04	-5.43E+04	--------	Rb	64	37	28.00	0.00	0.00	0.00	0	0	0.0000	0.0000	0.0000	0.0000	0	0	0.0000	0.0000	0.0000	0.0000
58	46	11	12	-3.17E+04	-4.86E+04	-4.81E+04	-4.98E+04	Rb	65	37	18.00	0.00	0.00	0.00	0	0	0.0000	0.0000	0.0000	0.0000	0	0	0.0000	0.0000	0.0000	0.0000
59	46	10	13	-3.47E+04	--------	--------	--------	Sr	59	38	0.05	0.00	0.00	0.00	0	0	0.0000	0.0000	0.0000	0.0000	0	0	0.0000	0.0000	0.0000	0.0000
60	46	9	14	--------	--------	--------	--------	Sr	60	38	0.25	0.00	0.00	0.00	0	0	0.0000	0.0000	0.0000	0.0000	0	0	0.0000	0.0000	0.0000	0.0000
62	46	17	7	2.42E+04	2.15E+04	1.26E+04	7.44E+03	Sr	61	38	0.10	0.00	0.00	0.00	0	0	0.0000	0.0000	0.0000	0.0000	0	0	0.0000	0.0000	0.0000	0.0000
