N	Z	P1n	P2n	P3n	P4n	P5n	Element
0	1	0	0	0	0	0	H
1	1	0	0	0	0	0	H
1	2	0	0	0	0	0	He
2	2	0	0	0	0	0	He
3	3	0	0	0	0	0	Li
4	3	0	0	0	0	0	Li
5	4	0	0	0	0	0	Be
5	5	0	0	0	0	0	B
6	5	0	0	0	0	0	B
6	6	0	0	0	0	0	C
7	6	0	0	0	0	0	C
7	7	0	0	0	0	0	N
8	7	0	0	0	0	0	N
8	8	0	0	0	0	0	O
9	8	0	0	0	0	0	O
10	8	0	0	0	0	0	O
11	8	0	0	0	0	0	O
12	8	0.8	0	0	0	0	O
13	8	1.7	0.7	0	0	0	O
14	8	8.6	0.6	0.2	0	0	O
15	8	16	1.8	0.3	0.3	0	O
16	8	73.3	1.7	0.6	0.2	0.1	O
17	8	10.4	11.7	0.4	0.4	0.3	O
18	8	8.8	11.3	1.3	0.3	0.5	O
19	8	38.8	10.1	10.5	1.5	0.8	O
20	8	61.7	10.9	8.6	8.9	1.7	O
21	8	0.3	25.6	44.8	10.5	14.7	O
22	8	0.7	0.7	6.4	54.8	35.1	O
23	8	0	0.3	0.4	2.4	95.1	O
24	8	0	0	0.2	0.3	97.9	O
25	8	0	0	0	0.2	98.6	O
11	9	0	0	0	0	0	F
12	9	0	0	0	0	0	F
13	9	1.6	0.3	0	0	0	F
14	9	5.2	0.4	0	0	0	F
15	9	15.2	1.5	0.3	0.1	0	F
16	9	44.2	1	0.4	0.1	0	F
17	9	8.1	8.7	0.3	0.3	0.1	F
18	9	31	8.1	0.8	0.2	0.3	F
19	9	50.7	14.3	2.1	0.7	0.5	F
20	9	77.1	5.2	11.3	0.8	0.9	F
21	9	0.9	73.5	7.1	13.5	1.9	F
22	9	1.1	1.2	65.4	13.3	17.2	F
23	9	0	1	0.7	50.7	46	F
24	9	0	0	0.7	0.6	97.3	F
25	9	0	0	0	0.6	98.2	F
27	9	0	0	0	0.1	98.9	F
13	10	0	0	0	0	0	Ne
14	10	0	0	0	0	0	Ne
15	10	0.9	0.1	0	0	0	Ne
16	10	2.3	0.2	0	0	0	Ne
17	10	1.8	0.7	0.2	0	0	Ne
18	10	6.2	0.5	0.3	0.1	0	Ne
19	10	5.4	2.7	0.3	0.3	0.1	Ne
20	10	8.1	2.1	0.6	0.2	0.3	Ne
21	10	54.8	9.3	4.1	0.7	0.6	Ne
22	10	69.4	10.7	10.9	1.3	1	Ne
23	10	0.4	54.6	23.8	13	3.4	Ne
24	10	2.8	2.2	65.1	9.4	16.2	Ne
25	10	0	2.4	0.7	28.8	65.3	Ne
26	10	1	0	2.4	3.8	88.6	Ne
27	10	0	0.3	0	2.1	95.4	Ne
28	10	0	0	0.4	0.2	96.4	Ne
29	10	0	0	0	0.2	97.9	Ne
31	10	0	0	0	0.1	98.4	Ne
13	11	0	0	0	0	0	Na
14	11	0	0	0	0	0	Na
15	11	1.1	0	0	0	0	Na
16	11	3.5	0.1	0	0	0	Na
17	11	1.8	0.7	0.1	0	0	Na
18	11	5.6	0.5	0.3	0	0	Na
19	11	5.4	1.8	0.3	0.2	0.1	Na
20	11	13.8	1.4	0.5	0.2	0.2	Na
21	11	74.5	12.7	0.9	0.5	0.4	Na
22	11	73.3	12.6	9.8	0.6	0.7	Na
23	11	0.6	75.2	8.7	11.4	1.3	Na
24	11	2.9	2.3	74.5	6.9	11.3	Na
25	11	0	4.2	2.1	72.1	19.4	Na
26	11	1.1	0.2	7.6	9.4	79.9	Na
27	11	0	1.1	0	9.9	87.2	Na
28	11	0.5	0	2.4	0.6	94.9	Na
29	11	0	0.4	0	1.6	96.6	Na
30	11	0.1	0	0.5	0	97.9	Na
31	11	0	0.1	0	0.6	98	Na
32	11	0	0	0.1	0	98.5	Na
33	11	0	0	0	0.3	98.6	Na
15	12	0	0	0	0	0	Mg
16	12	0	0	0	0	0	Mg
17	12	0.7	0	0	0	0	Mg
18	12	1.1	0	0	0	0	Mg
19	12	1.1	0.5	0.1	0	0	Mg
20	12	2.3	0.4	0.2	0	0	Mg
21	12	7	1.7	0.3	0.2	0.1	Mg
22	12	19.5	2.9	0.6	0.2	0.2	Mg
23	12	63.9	17.7	2.8	0.6	0.5	Mg
24	12	65.4	6.9	12.5	0.7	0.7	Mg
25	12	8.3	61.1	6.1	15.1	1.5	Mg
26	12	33.2	29.9	9	14.3	4.5	Mg
27	12	2.6	31.2	27.4	10.5	21.8	Mg
28	12	12.1	10	39.5	4.8	25.7	Mg
29	12	0.9	12.9	5.6	41.6	33.2	Mg
30	12	6.7	6.8	9.1	18.7	51.3	Mg
31	12	0	7.1	3	13.4	72.7	Mg
32	12	2.7	3.2	7.9	6.6	74.2	Mg
33	12	0	1.8	0	9.3	86.5	Mg
34	12	0	0.5	1.4	3.4	91.7	Mg
35	12	0	0.1	0	0.7	97.7	Mg
15	13	0	0	0	0	0	Al
16	13	0	0	0	0	0	Al
17	13	0.9	0	0	0	0	Al
18	13	1.9	0	0	0	0	Al
19	13	1.5	0.6	0	0	0	Al
20	13	3.7	0.4	0.1	0	0	Al
21	13	10.3	1.6	0.3	0.2	0	Al
22	13	86.5	2.4	0.6	0.2	0.1	Al
23	13	61.7	30.8	1.2	0.5	0.3	Al
24	13	67.1	14.3	13.9	0.5	0.6	Al
25	13	4.1	66.3	16.1	9.1	1	Al
26	13	17.2	40.4	28.1	9.6	2.1	Al
27	13	1.6	40	16.3	34.4	5.1	Al
28	13	9.8	7.7	40.2	7.8	32.4	Al
29	13	0.2	20.7	4.8	36.2	35.4	Al
30	13	4.9	6.2	23	19.1	44.8	Al
31	13	0.1	8.3	6.2	20.8	62.6	Al
32	13	1.2	0.8	18.7	7.5	70.1	Al
33	13	0	1.7	0	24.5	72.1	Al
34	13	0.5	0.1	2.2	3	92.7	Al
35	13	0	0.3	0	1.4	97.2	Al
36	13	0	0	0.2	0	98.8	Al
37	13	0	0	0	0.2	98.9	Al
17	14	0	0	0	0	0	Si
18	14	0	0	0	0	0	Si
19	14	0.1	0	0	0	0	Si
20	14	0.4	0	0	0	0	Si
21	14	1.6	0.6	0	0	0	Si
22	14	17	0.6	0.1	0	0	Si
23	14	41.4	3	0.4	0.2	0	Si
24	14	55	2	0.8	0.3	0	Si
25	14	32.2	38	1	0.6	0.3	Si
26	14	45.9	26.7	1.8	0.5	0.5	Si
27	14	11.5	58	5.1	1.3	0.9	Si
28	14	17.9	34	23.4	1	1.1	Si
29	14	7.1	21.6	39.8	8.8	1.7	Si
30	14	11.2	9.7	42.8	6.7	2.5	Si
31	14	9	11.1	8	40.9	9.4	Si
32	14	11.5	6	9.5	23.9	25.4	Si
33	14	6.2	14.9	3.7	10.8	47.7	Si
34	14	15.2	6.6	6.2	2.9	54.6	Si
35	14	0	14.4	6.1	13.5	62.7	Si
36	14	0.7	1.1	7.4	7.4	80.8	Si
37	14	0	0.3	0.2	1.6	96.2	Si
38	14	0	0	0.2	0.1	98.1	Si
39	14	0	0	0	0.1	98.6	Si
17	15	0	0	0	0	0	P
18	15	0	0	0	0	0	P
19	15	0	0	0	0	0	P
20	15	0.4	0	0	0	0	P
21	15	2.4	0.6	0	0	0	P
22	15	33.7	0.7	0	0	0	P
23	15	61.5	2.3	0.4	0.1	0	P
24	15	67	1.6	0.7	0.2	0	P
25	15	40.3	30.1	0.7	0.5	0.2	P
26	15	56.9	19.4	1.5	0.3	0.3	P
27	15	15.1	62.9	2	0.9	0.6	P
28	15	25.7	45.1	17.1	0.6	0.8	P
29	15	11.6	42.5	26.8	3.1	1.1	P
30	15	26.3	6.1	56.5	2.8	1.7	P
31	15	14.2	17.8	16.7	39.7	2.6	P
32	15	26.6	7.9	17.4	29.8	14.6	P
33	15	3	29.3	4.2	25	33.1	P
34	15	12.7	13.6	12.7	2.9	55.6	P
35	15	0	14.7	6.3	17.4	59.5	P
36	15	0.9	0.5	10.6	6.2	79.9	P
37	15	0	0.6	0.2	5.2	92.5	P
38	15	0.1	0	0.6	0.2	97.8	P
39	15	0	0.1	0	0.4	98.3	P
40	15	0	0	0.1	0	98.9	P
41	15	0	0	0	0.1	98.9	P
19	16	0	0	0	0	0	S
21	16	0	0	0	0	0	S
22	16	0.3	0	0	0	0	S
23	16	1.5	0.4	0	0	0	S
24	16	3.7	0.3	0	0	0	S
25	16	16.3	1.2	0.3	0	0	S
26	16	41.3	0.9	0.4	0	0	S
27	16	61.4	3.5	0.5	0.3	0.1	S
28	16	66.6	2.1	0.7	0.2	0.2	S
29	16	37.6	30.3	0.7	0.5	0.4	S
30	16	49.3	17.7	1.5	0.4	0.5	S
31	16	8.6	53.4	5.6	1	0.8	S
32	16	11.3	37.9	16.7	1	1	S
33	16	7.2	15.1	29.7	14.4	1.6	S
34	16	10.5	4.5	34	15.9	3	S
35	16	7.3	60.8	4.2	11.6	6.5	S
36	16	18.8	46.6	8.9	5.2	9.7	S
37	16	1.2	9.7	11.9	56.7	16.6	S
38	16	4.8	2.4	27.2	39.8	20	S
39	16	0	2.3	1.8	7.5	85.9	S
40	16	0.5	0.2	1.7	2.8	92.3	S
41	16	0	0.3	0.1	1.3	96.5	S
42	16	0	0	0.2	0	98.2	S
43	16	0	0	0	0.1	98.6	S
19	17	0	0	0	0	0	Cl
21	17	0	0	0	0	0	Cl
22	17	0.5	0	0	0	0	Cl
23	17	1.6	0.3	0	0	0	Cl
24	17	2.8	0.2	0	0	0	Cl
25	17	3.9	0.8	0.2	0	0	Cl
26	17	41.2	0.8	0.3	0	0	Cl
27	17	64.5	3.6	0.4	0.3	0	Cl
28	17	74.3	2.3	0.8	0.2	0.1	Cl
29	17	25.9	49.1	0.6	0.5	0.3	Cl
30	17	47.4	33.4	1.7	0.4	0.4	Cl
31	17	13.3	62.6	2.6	0.9	0.6	Cl
32	17	26.3	37.7	21.9	0.8	0.9	Cl
33	17	16	22.5	37	7.3	1.2	Cl
34	17	32.3	5.4	45.1	9.7	2.3	Cl
35	17	3.1	74.7	4.2	11.6	2.4	Cl
36	17	12.5	42.6	29.9	5.3	6.6	Cl
37	17	0.4	14.7	41.1	30.1	10.9	Cl
38	17	3.4	3.2	64.9	12	14.1	Cl
39	17	0	2.6	1.8	40.8	52.6	Cl
40	17	0.6	0.1	3.6	2.7	91.3	Cl
41	17	0	0.5	0	2.6	95.4	Cl
42	17	0.1	0	0.4	0.1	98.2	Cl
43	17	0	0.1	0	0.4	98.4	Cl
44	17	0	0	0.1	0	98.9	Cl
45	17	0	0	0	0.1	99	Cl
19	18	0	0	0	0	0	Ar
21	18	0	0	0	0	0	Ar
23	18	0	0	0	0	0	Ar
24	18	0	0	0	0	0	Ar
25	18	0.8	0	0	0	0	Ar
26	18	0.9	0	0	0	0	Ar
27	18	3.3	0.8	0	0	0	Ar
28	18	9.3	0.6	0	0	0	Ar
29	18	28	1.7	0.3	0.1	0	Ar
30	18	56.7	1.3	0.5	0.2	0	Ar
31	18	57.9	8.7	0.6	0.4	0.2	Ar
32	18	56.4	6.5	1	0.3	0.3	Ar
33	18	6	54.7	1.3	0.7	0.5	Ar
34	18	11.1	47.6	4	0.6	0.7	Ar
35	18	45.1	8.9	3	0.8	0.7	Ar
36	18	40.9	3.5	5.1	0.6	0.8	Ar
37	18	49.4	28.9	3.3	4.7	1.4	Ar
38	18	69.1	5	4.6	3.5	1.9	Ar
39	18	4.7	69.3	8.7	4.6	6.9	Ar
40	18	11	52.4	17.9	2.4	9.1	Ar
41	18	0.6	5.1	5.8	68.9	16.4	Ar
42	18	1.2	1.1	5.1	13.7	76.2	Ar
43	18	0	1.2	0.8	3.4	92.6	Ar
44	18	0	0	1.2	0.9	95.6	Ar
45	18	0	0	0	0.5	97.8	Ar
23	19	0	0	0	0	0	K
24	19	0	0	0	0	0	K
25	19	1.1	0	0	0	0	K
26	19	1.5	0	0	0	0	K
27	19	1.7	0.5	0	0	0	K
28	19	13.2	0.6	0	0	0	K
29	19	41.2	1.7	0.3	0.1	0	K
30	19	61.8	1.2	0.5	0.1	0	K
31	19	39	5.4	0.4	0.3	0.1	K
32	19	69.9	2	0.7	0.2	0.2	K
33	19	33.8	7.9	0.5	0.4	0.3	K
34	19	79.6	5	1.1	0.3	0.4	K
35	19	72.2	11.2	1.5	0.7	0.6	K
36	19	83.8	3.2	4.5	0.4	0.8	K
37	19	18.4	68.5	3.2	2.7	1	K
38	19	76.3	10.1	5.5	2	1.4	K
39	19	2.2	79.4	6	5.8	3	K
40	19	11.7	56.1	20.5	2.6	5.7	K
41	19	0.2	6.8	9.9	70.7	10.1	K
42	19	1	0.8	10.2	54.5	31.7	K
43	19	0	0.9	0.5	6.7	90.3	K
44	19	0.3	0	1.1	0.9	96.4	K
45	19	0	0.2	0	1	97.4	K
46	19	0	0	0.2	0	98.5	K
47	19	0	0	0	0.2	98.5	K
49	19	0	0	0	0.1	98.8	K
51	19	0	0	0	0.1	98.9	K
21	20	0	0	0	0	0	Ca
25	20	0	0	0	0	0	Ca
27	20	0	0	0	0	0	Ca
28	20	0	0	0	0	0	Ca
29	20	1	0	0	0	0	Ca
30	20	1.6	0	0	0	0	Ca
31	20	1.4	0.7	0.1	0	0	Ca
32	20	1.8	0.4	0.1	0	0	Ca
33	20	2	0.8	0.2	0.2	0	Ca
34	20	2.9	0.5	0.3	0.1	0	Ca
35	20	3	1.2	0.3	0.3	0.2	Ca
36	20	4	0.6	0.4	0.2	0.2	Ca
37	20	3.4	3	0.4	0.3	0.4	Ca
38	20	4.5	1.7	0.6	0.2	0.4	Ca
39	20	9.8	4.4	1.5	0.5	0.7	Ca
40	20	6.3	3	2	0.3	0.7	Ca
41	20	60.7	17.6	2.7	3.6	1.3	Ca
42	20	70.9	5.4	4.1	3.3	1.9	Ca
43	20	3	61.5	17.9	4.9	7.3	Ca
44	20	7	14.4	58.8	3.7	10.3	Ca
45	20	0.2	4.7	4.2	67.3	19.7	Ca
46	20	1.8	1.2	6.6	18.9	67.3	Ca
47	20	0	1.4	0.4	4.9	90.4	Ca
48	20	0.9	0	2.2	1.1	92.1	Ca
49	20	0	0.3	0	1.3	95.9	Ca
50	20	0	0	0.6	0	96.2	Ca
51	20	0	0	0	0.7	97.2	Ca
53	20	0	0	0	0.1	98.3	Ca
25	21	0	0	0	0	0	Sc
26	21	0	0	0	0	0	Sc
27	21	0	0	0	0	0	Sc
28	21	0	0	0	0	0	Sc
29	21	1.6	0.1	0	0	0	Sc
30	21	3.6	0.1	0	0	0	Sc
31	21	2.5	0.9	0.1	0	0	Sc
32	21	3.9	0.5	0.2	0	0	Sc
33	21	2.7	1.1	0.2	0.2	0	Sc
34	21	6	0.6	0.4	0.2	0	Sc
35	21	5	1.7	0.3	0.3	0.2	Sc
36	21	13	0.9	0.5	0.2	0.2	Sc
37	21	11.5	3.4	0.4	0.4	0.4	Sc
38	21	27	1.8	0.7	0.2	0.4	Sc
39	21	68.7	6.7	1.1	0.6	0.6	Sc
40	21	75.1	2.8	2.2	0.3	0.7	Sc
41	21	13.9	74.2	2.9	2.6	1.1	Sc
42	21	61.9	24.2	5.9	2.4	1.5	Sc
43	21	0.9	67.9	17.2	6.6	4.1	Sc
44	21	4.7	8.1	73.3	2.9	8.1	Sc
45	21	0.1	4.2	5.4	75.2	12.6	Sc
46	21	1.3	0.6	11.1	32.9	51.9	Sc
47	21	0	1.4	0.2	10.9	85.5	Sc
48	21	0.6	0	2	0.9	94.7	Sc
49	21	0	0.6	0	2.5	95.2	Sc
50	21	0.2	0	0.7	0	97.4	Sc
51	21	0	0.2	0	1	97.3	Sc
52	21	0	0	0.2	0	98.1	Sc
53	21	0	0	0	0.3	98.3	Sc
55	21	0	0	0	0.1	98.6	Sc
29	22	0	0	0	0	0	Ti
30	22	0	0	0	0	0	Ti
31	22	0.9	0	0	0	0	Ti
32	22	1	0	0	0	0	Ti
33	22	1.2	0.5	0	0	0	Ti
34	22	1.6	0.3	0	0	0	Ti
35	22	1.4	0.7	0.2	0	0	Ti
36	22	2	0.4	0.3	0	0	Ti
37	22	2.4	0.9	0.3	0.2	0.1	Ti
38	22	2.9	0.5	0.3	0.2	0	Ti
39	22	4.3	1.5	0.3	0.3	0.3	Ti
40	22	4.3	0.7	0.4	0.2	0.2	Ti
41	22	12.8	4.3	0.7	0.4	0.5	Ti
42	22	13.8	3.2	1.2	0.3	0.6	Ti
43	22	66.9	11.2	3.3	1.4	0.9	Ti
44	22	64.3	3.4	4.6	1.2	1.1	Ti
45	22	10.9	69.7	3.5	5.4	2.8	Ti
46	22	62.2	13.2	4.2	3.6	4.8	Ti
47	22	2.4	50.3	24.9	7	9.7	Ti
48	22	9.9	28.8	39.6	3.3	11.7	Ti
49	22	0.9	8.2	8.3	60.1	18.2	Ti
50	22	3.4	3.9	21.5	40	26.3	Ti
51	22	0	4.2	0.4	17.6	74.1	Ti
52	22	1.9	0.9	4.3	5.3	83.4	Ti
53	22	0	1.3	0.2	3.7	92.1	Ti
54	22	0.8	0.1	1.8	1.1	92.7	Ti
55	22	0	0.3	0	1	96.6	Ti
56	22	0	0	0.7	0	96.4	Ti
57	22	0	0	0	0.2	97.9	Ti
29	23	0	0	0	0	0	V
30	23	0	0	0	0	0	V
31	23	1.7	0	0	0	0	V
32	23	2.4	0	0	0	0	V
33	23	2	0.7	0	0	0	V
34	23	3.2	0.4	0	0	0	V
35	23	2.5	0.9	0.2	0	0	V
36	23	4.3	0.5	0.3	0	0	V
37	23	4.4	1.1	0.3	0.2	0	V
38	23	6.4	0.6	0.4	0.2	0	V
39	23	8.5	1.8	0.4	0.3	0.2	V
40	23	11.2	0.9	0.5	0.2	0.2	V
41	23	62.4	5.5	0.6	0.4	0.4	V
42	23	82.9	3.5	1.3	0.3	0.5	V
43	23	50.3	38.6	2.5	1	0.8	V
44	23	80.8	6.9	5	0.8	1	V
45	23	4.3	81.2	3.3	5.2	1.5	V
46	23	31.3	50	8.1	3.5	3.1	V
47	23	1.2	61.8	19.4	7.3	6.7	V
48	23	7.1	13	64.5	2.5	9.9	V
49	23	0.3	9.8	9.9	64.3	12.8	V
50	23	2.4	1.9	31.6	39.5	22.4	V
51	23	0	4.2	0.4	54.2	38.8	V
52	23	1	0.3	5.3	4.7	86.7	V
53	23	0	1.2	0	6.2	90.7	V
54	23	0.4	0	1.6	0.8	95.5	V
55	23	0	0.4	0	1.4	96.6	V
56	23	0.1	0	0.5	0	97.8	V
57	23	0	0.1	0	0.4	98	V
58	23	0	0	0.1	0	98.4	V
59	23	0	0	0	0.2	98.5	V
27	24	0	0	0	0	0	Cr
31	24	0	0	0	0	0	Cr
32	24	0	0	0	0	0	Cr
33	24	0.3	0	0	0	0	Cr
34	24	0	0	0	0	0	Cr
35	24	1.1	0.2	0	0	0	Cr
36	24	1.4	0	0	0	0	Cr
37	24	1.4	0.6	0.1	0	0	Cr
38	24	1.7	0.4	0	0	0	Cr
39	24	2.1	0.7	0.2	0.1	0	Cr
40	24	2.1	0.4	0.3	0	0	Cr
41	24	4.7	1.2	0.3	0.2	0.1	Cr
42	24	5.9	0.8	0.4	0.2	0.2	Cr
43	24	12	4	0.5	0.4	0.4	Cr
44	24	11.3	2.3	0.8	0.3	0.4	Cr
45	24	53.1	6.5	1.8	0.6	0.7	Cr
46	24	29.7	3.7	2.8	0.4	0.7	Cr
47	24	63.1	13.3	3.7	2.8	1.1	Cr
48	24	59.8	3.1	5.5	1.8	1.3	Cr
49	24	14.6	63.5	2.5	6.5	3.4	Cr
50	24	57.1	17.4	4.3	4.7	5.7	Cr
51	24	2.6	64.6	8.8	5.9	11	Cr
52	24	9	28.2	38.8	3.6	13.6	Cr
53	24	1.2	9	11.2	55.1	18.9	Cr
54	24	3.3	3.7	20.5	41.2	26.1	Cr
55	24	0.1	3.8	1.3	13.6	77.5	Cr
56	24	2.4	0.7	4.2	4.4	83.9	Cr
57	24	0	1.6	0.6	3.5	91.7	Cr
58	24	1.4	0.4	1.8	0.9	91.4	Cr
59	24	0	0.3	0	1.5	96.1	Cr
60	24	0	0	0.6	0.2	96.4	Cr
61	24	0	0	0	0.2	98.1	Cr
31	25	0	0	0	0	0	Mn
32	25	0	0	0	0	0	Mn
33	25	0	0	0	0	0	Mn
34	25	0.9	0	0	0	0	Mn
35	25	1.8	0.3	0	0	0	Mn
36	25	2.5	0	0	0	0	Mn
37	25	2.1	0.8	0.1	0	0	Mn
38	25	3.1	0.5	0.1	0	0	Mn
39	25	3.7	0.9	0.3	0.1	0	Mn
40	25	4.7	0.5	0.3	0	0	Mn
41	25	8.2	1.6	0.3	0.3	0.1	Mn
42	25	20.6	1	0.5	0.2	0.1	Mn
43	25	59.4	5.1	0.5	0.4	0.3	Mn
44	25	80	3.2	0.9	0.3	0.4	Mn
45	25	75.8	11.1	1.2	0.6	0.6	Mn
46	25	82.9	4.8	2.9	0.4	0.7	Mn
47	25	36.2	49.8	4.1	1.8	0.9	Mn
48	25	78.4	6.2	6.7	1.2	1.1	Mn
49	25	7.7	75.3	2.7	7.5	1.7	Mn
50	25	26.7	52	7.9	5.4	4	Mn
51	25	1.2	69.7	8.7	9.2	7.2	Mn
52	25	5	8.7	66.1	4.1	13.5	Mn
53	25	0.2	7.6	8.1	64.6	16.9	Mn
54	25	1.8	1.6	13.9	40.5	40.1	Mn
55	25	0	2.8	1	17.7	76.3	Mn
56	25	0.9	0.1	4.8	1.7	90.5	Mn
57	25	0	0.9	0	5	92.3	Mn
58	25	0.4	0	1.7	0.6	95.6	Mn
59	25	0	0.3	0	1.3	96.9	Mn
60	25	0.1	0	0.4	0	97.9	Mn
61	25	0	0.1	0	0.4	98.2	Mn
62	25	0	0	0.1	0	98.5	Mn
63	25	0	0	0	0.1	98.7	Mn
29	26	0	0	0	0	0	Fe
33	26	0	0	0	0	0	Fe
34	26	0	0	0	0	0	Fe
35	26	0	0	0	0	0	Fe
36	26	0	0	0	0	0	Fe
37	26	0.8	0	0	0	0	Fe
38	26	0.6	0	0	0	0	Fe
39	26	1.2	0.4	0	0	0	Fe
40	26	1.4	0.1	0	0	0	Fe
41	26	1.8	0.7	0.2	0	0	Fe
42	26	2.7	0.5	0.2	0	0	Fe
43	26	5.6	1.1	0.3	0.2	0	Fe
44	26	6.6	0.7	0.4	0.2	0	Fe
45	26	8.8	2.3	0.4	0.3	0.2	Fe
46	26	9.6	1.2	0.5	0.2	0.3	Fe
47	26	13.5	6.7	0.6	0.4	0.5	Fe
48	26	12	4.5	1	0.3	0.5	Fe
49	26	47.7	9.3	2.7	0.7	0.7	Fe
50	26	40	6.8	4.5	0.5	0.8	Fe
51	26	48	20.8	6.3	4.6	1.1	Fe
52	26	62	10.1	8.5	5	1.8	Fe
53	26	5.8	63.7	7.3	9.5	6.7	Fe
54	26	12.6	43	19.2	4.5	13	Fe
55	26	1.7	14.2	34.1	25.7	18.4	Fe
56	26	5	7.5	48	10.5	22.4	Fe
57	26	1	5.6	4.3	45.6	38.9	Fe
58	26	2.9	2.8	13.3	22.4	52.4	Fe
59	26	0	4.3	0.4	10.5	81.4	Fe
60	26	2.7	0.7	4.1	3.7	84.4	Fe
61	26	0	0.9	0.2	3.7	92.7	Fe
62	26	0.7	0	2.6	1.2	91.7	Fe
63	26	0	0.1	0	0.5	97.5	Fe
64	26	0	0	0.3	0	97.4	Fe
65	26	0	0	0	0.1	98.4	Fe
33	27	0	0	0	0	0	Co
34	27	0	0	0	0	0	Co
35	27	0	0	0	0	0	Co
36	27	0	0	0	0	0	Co
37	27	1.4	0	0	0	0	Co
38	27	1.6	0	0	0	0	Co
39	27	1.9	0.5	0	0	0	Co
40	27	2.5	0.2	0	0	0	Co
41	27	2.9	0.9	0.2	0	0	Co
42	27	7.1	0.6	0.3	0	0	Co
43	27	10.6	1.4	0.3	0.2	0	Co
44	27	22.5	0.9	0.5	0.2	0	Co
45	27	30.5	3.6	0.4	0.3	0.2	Co
46	27	64.1	1.8	0.7	0.2	0.2	Co
47	27	63.6	10.7	0.6	0.4	0.4	Co
48	27	72.8	7.9	1.2	0.3	0.5	Co
49	27	64.6	17.3	2.3	0.7	0.6	Co
50	27	70.4	9.9	7.3	0.5	0.8	Co
51	27	11.9	64	9.1	4.4	1	Co
52	27	22.8	51.6	15.1	5.5	1.8	Co
53	27	1.5	58.2	16.2	15.7	5.2	Co
54	27	5.6	8.2	60.4	5.6	17.6	Co
55	27	0.4	10	10.9	53.6	22.4	Co
56	27	3	2.4	24.5	33	34.9	Co
57	27	0	6	1.5	40.4	49.6	Co
58	27	1.5	1	11.5	9.5	74.2	Co
59	27	0	2	0	15.7	80.2	Co
60	27	0.9	0	4.9	1.5	90.7	Co
61	27	0	0.7	0	2.9	94.7	Co
62	27	0.4	0	1	0.1	96.7	Co
63	27	0	0.3	0	0.7	97.5	Co
64	27	0.1	0	0.3	0	98.1	Co
65	27	0	0.1	0	0.3	98.4	Co
66	27	0	0	0.1	0	98.5	Co
67	27	0	0	0	0.1	98.7	Co
69	27	0	0	0	0.1	99	Co
31	28	0	0	0	0	0	Ni
35	28	0	0	0	0	0	Ni
37	28	0	0	0	0	0	Ni
38	28	0	0	0	0	0	Ni
39	28	0	0	0	0	0	Ni
40	28	0	0	0	0	0	Ni
41	28	0.9	0	0	0	0	Ni
42	28	0.8	0	0	0	0	Ni
43	28	2.5	0.5	0	0	0	Ni
44	28	3.1	0.2	0	0	0	Ni
45	28	4.9	1.1	0.2	0	0	Ni
46	28	6.9	0.7	0.2	0	0	Ni
47	28	21.6	1.7	0.4	0.3	0	Ni
48	28	29	1	0.5	0.2	0	Ni
49	28	58.8	4.6	0.6	0.4	0.2	Ni
50	28	64.8	3.8	0.9	0.3	0.3	Ni
51	28	18.7	35.7	0.8	0.6	0.5	Ni
52	28	25.5	30	3.7	0.5	0.6	Ni
53	28	10.9	33.2	14.9	2.1	1	Ni
54	28	18.4	6.8	28.1	3.2	1.3	Ni
55	28	9.6	17.8	8.5	27.2	3.2	Ni
56	28	15.2	10.9	13.9	14.8	9.6	Ni
57	28	11.5	20.5	6.1	14.6	15.9	Ni
58	28	19.7	7.6	9.2	7.6	20.1	Ni
59	28	9.5	26.4	4.1	12.2	27.1	Ni
60	28	23.4	6	11.4	4	27.6	Ni
61	28	3.4	27.6	10	11.6	37.3	Ni
62	28	12	13.6	45.2	5.4	13.8	Ni
63	28	0.7	3.6	5.1	23.3	63.2	Ni
64	28	5.7	1.4	20.6	21.6	43.7	Ni
65	28	0	1.4	0.3	5.5	89.4	Ni
66	28	1.7	0.2	4.5	2.7	85.4	Ni
67	28	0	0.3	0	0.7	96.6	Ni
68	28	0	0	0.6	0.2	95.6	Ni
69	28	0	0	0	0.2	97.8	Ni
35	29	0	0	0	0	0	Cu
37	29	0	0	0	0	0	Cu
38	29	0	0	0	0	0	Cu
39	29	0	0	0	0	0	Cu
40	29	0	0	0	0	0	Cu
41	29	1.6	0	0	0	0	Cu
42	29	1.9	0	0	0	0	Cu
43	29	3.8	0.7	0	0	0	Cu
44	29	9.6	0.4	0	0	0	Cu
45	29	14.5	1.4	0.3	0	0	Cu
46	29	49.9	0.9	0.3	0	0	Cu
47	29	58.8	2.4	0.4	0.3	0	Cu
48	29	69.7	1.4	0.6	0.2	0	Cu
49	29	65.6	7.3	0.6	0.4	0.2	Cu
50	29	77.4	4.3	1	0.3	0.3	Cu
51	29	17.5	41.7	0.8	0.6	0.4	Cu
52	29	41.7	31	4.3	0.5	0.6	Cu
53	29	22.8	34.1	17.1	1.8	0.8	Cu
54	29	44.6	8.9	27.2	2.7	1.3	Cu
55	29	17	35.8	4.8	24.4	2.1	Cu
56	29	43.4	14	11.1	14.4	8.8	Cu
57	29	7.8	49.6	4	15.8	14	Cu
58	29	31.4	23.5	13.4	4.8	21.5	Cu
59	29	2.3	44.8	9.5	11.2	26.8	Cu
60	29	18.3	16	27.4	3.2	30.8	Cu
